week,variant,index,filename,text_source,text,status
w4,us,13,audio/w4/us/w4_013.mp3,englisch,Let me know if anything's unclear.,generated
w4,us,14,audio/w4/us/w4_014.mp3,englisch,Happy to answer any questions.,generated
w4,us,15,audio/w4/us/w4_015.mp3,englisch,Appreciate the quick turnaround.,generated
w4,us,16,audio/w4/us/w4_016.mp3,englisch,Here's what stands out to me.,generated
w4,us,17,audio/w4/us/w4_017.mp3,englisch,Just confirming our plan for Friday.,generated
w4,us,18,audio/w4/us/w4_018.mp3,englisch,Feel free to add comments.,generated
w4,us,19,audio/w4/us/w4_019.mp3,englisch,Following up on our call earlier.,generated
w4,us,20,audio/w4/us/w4_020.mp3,englisch,I'll share more details soon.,generated
w4,uk,1,audio/w4/uk/w4_001.mp3,englisch_uk,Quick note to confirm ...,generated
w4,uk,2,audio/w4/uk/w4_002.mp3,englisch_uk,Appreciate your feedback.,generated
w4,uk,3,audio/w4/uk/w4_003.mp3,englisch_uk,Looping you in here.,generated
w4,uk,4,audio/w4/uk/w4_004.mp3,englisch_uk,Just to make sure we're aligned.,generated
w4,uk,5,audio/w4/uk/w4_005.mp3,englisch_uk,Main takeaway is ...,generated
w4,uk,6,audio/w4/uk/w4_006.mp3,englisch_uk,Next step from my side ...,generated
w4,uk,7,audio/w4/uk/w4_007.mp3,englisch_uk,Looking forward to your thoughts.,generated
w4,uk,8,audio/w4/uk/w4_008.mp3,englisch_uk,Thanks again for your time.,generated
w4,uk,9,audio/w4/uk/w4_009.mp3,englisch_uk,Here's a quick update on this.,generated
w4,uk,10,audio/w4/uk/w4_010.mp3,englisch_uk,Let me clarify one point.,generated
w4,uk,11,audio/w4/uk/w4_011.mp3,englisch_uk,Sharing the latest version here.,generated
w4,uk,12,audio/w4/uk/w4_012.mp3,englisch_uk,Attaching the file below.,generated
w4,uk,13,audio/w4/uk/w4_013.mp3,englisch_uk,Let me know if anything's unclear.,generated
w4,uk,14,audio/w4/uk/w4_014.mp3,englisch_uk,Happy to answer any questions.,generated
w4,uk,15,audio/w4/uk/w4_015.mp3,englisch_uk,Appreciate the quick turnaround.,generated
w4,uk,16,audio/w4/uk/w4_016.mp3,englisch_uk,Here's what stands out to me.,generated
w4,uk,17,audio/w4/uk/w4_017.mp3,englisch_uk,Just confirming our plan for Friday.,generated
w4,uk,18,audio/w4/uk/w4_018.mp3,englisch_uk,Feel free to add comments.,generated
w4,uk,19,audio/w4/uk/w4_019.mp3,englisch_uk,Following up on our call earlier.,generated
w4,uk,20,audio/w4/uk/w4_020.mp3,englisch_uk,I'll share more details soon.,generated
